id_permintaan,id_poktan,id_komoditas,tanggal_permintaan,volume_permintaan,harga_satuan_transaksi,fase_musim,curah_hujan_mm,status_data
764,5,2,2025-12-17,292.32,15195.99,Rendeng,229.22,Cleaned
765,5,3,2025-12-17,61.49,84386.85,Rendeng,434.96,Cleaned
766,1,1,2025-12-24,243.75,27360.03,Rendeng,356.93,Cleaned
767,1,2,2025-12-24,297.2,15325.58,Rendeng,283.73,Cleaned
768,1,3,2025-12-24,67.71,82441.61,Rendeng,234.82,Cleaned
769,2,1,2025-12-24,249.84,23070.48,Rendeng,398.51,Cleaned
770,2,2,2025-12-24,445.0,13953.74,Rendeng,355.02,Cleaned
771,2,3,2025-12-24,68.56,80330.39,Rendeng,333.37,Cleaned
772,3,1,2025-12-24,255.0,23754.83,Rendeng,423.47,Cleaned
773,3,2,2025-12-24,350.59,16051.85,Rendeng,397.15,Cleaned
774,3,3,2025-12-24,59.73,86040.79,Rendeng,237.92,Cleaned
775,4,1,2025-12-24,349.74,25116.95,Rendeng,277.93,Cleaned
776,4,2,2025-12-24,174.38,13844.31,Rendeng,262.12,Cleaned
777,4,3,2025-12-24,42.73,91122.37,Rendeng,385.99,Cleaned
778,5,1,2025-12-24,280.2,26114.07,Rendeng,208.38,Cleaned
779,5,2,2025-12-24,294.05,13703.01,Rendeng,342.47,Cleaned
780,5,3,2025-12-24,56.21,88533.2,Rendeng,390.61,Cleaned
781,1,1,2025-12-31,314.22,25217.69,Rendeng,419.19,Cleaned
782,1,2,2025-12-31,193.17,13745.18,Rendeng,285.52,Cleaned
784,2,1,2025-12-31,348.85,24791.5,Rendeng,405.31,Cleaned
785,2,2,2025-12-31,344.78,14954.09,Rendeng,227.66,Cleaned
786,2,3,2025-12-31,60.81,79318.17,Rendeng,411.61,Cleaned
789,3,3,2025-12-31,49.3,92576.87,Rendeng,231.87,Cleaned
790,4,1,2025-12-31,167.12,26749.88,Rendeng,299.32,Cleaned
791,4,2,2025-12-31,334.37,15507.07,Rendeng,399.32,Cleaned
792,4,3,2025-12-31,52.08,84359.02,Rendeng,237.48,Cleaned
793,5,1,2025-12-31,321.73,24558.83,Rendeng,257.31,Cleaned
794,5,2,2025-12-31,197.86,15452.92,Rendeng,380.56,Cleaned
795,5,3,2025-12-31,39.19,85772.34,Rendeng,380.01,Cleaned
796,1,1,2026-01-07,384.25,22811.37,Rendeng,360.29,Cleaned
797,1,2,2026-01-07,296.84,15037.51,Rendeng,373.49,Cleaned
798,1,3,2026-01-07,56.82,90208.86,Rendeng,335.68,Cleaned
799,2,1,2026-01-07,302.27,24796.2,Rendeng,262.95,Cleaned
800,2,2,2026-01-07,302.38,13655.87,Rendeng,286.42,Cleaned
801,2,3,2026-01-07,59.38,89866.73,Rendeng,245.4,Cleaned
802,3,1,2026-01-07,258.72,23506.82,Rendeng,427.11,Cleaned
803,3,2,2026-01-07,307.69,14275.86,Rendeng,345.85,Cleaned
804,3,3,2026-01-07,45.38,79300.01,Rendeng,300.21,Cleaned
805,4,1,2026-01-07,265.24,24151.08,Rendeng,315.5,Cleaned
806,4,2,2026-01-07,275.27,15770.25,Rendeng,436.82,Cleaned
807,4,3,2026-01-07,52.22,85329.56,Rendeng,238.34,Cleaned
808,5,1,2026-01-07,261.7,23524.41,Rendeng,346.56,Cleaned
809,5,2,2026-01-07,400.46,16133.49,Rendeng,326.47,Cleaned
810,5,3,2026-01-07,41.05,91452.89,Rendeng,352.86,Cleaned
811,1,1,2026-01-14,285.05,26852.89,Rendeng,204.53,Cleaned
812,1,2,2026-01-14,264.82,14216.39,Rendeng,418.03,Cleaned
813,1,3,2026-01-14,64.47,84171.07,Rendeng,433.03,Cleaned
814,2,1,2026-01-14,315.72,27424.95,Rendeng,341.28,Cleaned
815,2,2,2026-01-14,382.55,15816.04,Rendeng,374.16,Cleaned
816,2,3,2026-01-14,35.14,76961.85,Rendeng,430.62,Cleaned
817,3,1,2026-01-14,242.62,22826.02,Rendeng,376.81,Cleaned
818,3,2,2026-01-14,371.17,14891.79,Rendeng,238.13,Cleaned
819,3,3,2026-01-14,50.82,91956.74,Rendeng,344.07,Cleaned
820,4,1,2026-01-14,385.24,25193.51,Rendeng,351.68,Cleaned
821,4,2,2026-01-14,258.62,14993.44,Rendeng,306.03,Cleaned
822,4,3,2026-01-14,64.09,78293.05,Rendeng,384.11,Cleaned
823,5,1,2026-01-14,483.91,25783.9,Rendeng,433.59,Cleaned
824,5,2,2026-01-14,270.97,15966.31,Rendeng,431.39,Cleaned
825,5,3,2026-01-14,45.54,82967.14,Rendeng,312.71,Cleaned
826,1,1,2026-01-21,416.27,26378.06,Rendeng,228.31,Cleaned
827,1,2,2026-01-21,426.37,16393.43,Rendeng,446.21,Cleaned
828,1,3,2026-01-21,44.77,79964.03,Rendeng,409.72,Cleaned
829,2,1,2026-01-21,266.39,25116.65,Rendeng,231.17,Cleaned
830,2,2,2026-01-21,277.46,14361.41,Rendeng,430.21,Cleaned
831,2,3,2026-01-21,36.56,89978.53,Rendeng,417.47,Cleaned
832,3,1,2026-01-21,226.51,25387.97,Rendeng,329.71,Cleaned
833,3,2,2026-01-21,219.67,15403.75,Rendeng,347.82,Cleaned
834,3,3,2026-01-21,42.32,90064.54,Rendeng,299.75,Cleaned
835,4,1,2026-01-21,297.23,24479.85,Rendeng,213.69,Cleaned
836,4,2,2026-01-21,318.74,16245.27,Rendeng,283.8,Cleaned
837,4,3,2026-01-21,65.51,85561.49,Rendeng,400.71,Cleaned
838,5,1,2026-01-21,220.13,23289.77,Rendeng,201.16,Cleaned
839,5,2,2026-01-21,378.75,15587.7,Rendeng,283.37,Cleaned
840,5,3,2026-01-21,47.86,89985.44,Rendeng,299.54,Cleaned
841,1,1,2026-01-28,296.04,24083.81,Rendeng,334.35,Cleaned
842,1,2,2026-01-28,353.99,16071.54,Rendeng,429.96,Cleaned
843,1,3,2026-01-28,38.77,91904.44,Rendeng,286.59,Cleaned
844,2,1,2026-01-28,261.1,23884.52,Rendeng,286.74,Cleaned
845,2,2,2026-01-28,314.04,16450.56,Rendeng,384.38,Cleaned
846,2,3,2026-01-28,54.92,78892.1,Rendeng,313.05,Cleaned
847,3,1,2026-01-28,323.13,23510.08,Rendeng,256.15,Cleaned
848,3,2,2026-01-28,496.42,14052.67,Rendeng,313.11,Cleaned
849,3,3,2026-01-28,43.62,91697.83,Rendeng,235.21,Cleaned
850,4,1,2026-01-28,257.52,25771.46,Rendeng,244.1,Cleaned
851,4,2,2026-01-28,250.15,13956.31,Rendeng,324.59,Cleaned
852,4,3,2026-01-28,59.18,83985.5,Rendeng,304.73,Cleaned
853,5,1,2026-01-28,249.01,25576.49,Rendeng,428.71,Cleaned
854,5,2,2026-01-28,395.12,13750.39,Rendeng,290.6,Cleaned
855,5,3,2026-01-28,64.21,91501.08,Rendeng,345.15,Cleaned
856,1,1,2026-02-04,254.34,26518.02,Rendeng,358.07,Cleaned
857,1,2,2026-02-04,233.41,15015.62,Rendeng,203.27,Cleaned
858,1,3,2026-02-04,54.71,92941.15,Rendeng,365.88,Cleaned
859,2,1,2026-02-04,255.82,24588.8,Rendeng,244.51,Cleaned
860,2,2,2026-02-04,350.63,16452.33,Rendeng,440.27,Cleaned
861,2,3,2026-02-04,52.03,87854.64,Rendeng,237.17,Cleaned
862,3,1,2026-02-04,178.74,25673.36,Rendeng,303.66,Cleaned
863,3,2,2026-02-04,407.16,13997.86,Rendeng,221.34,Cleaned
864,3,3,2026-02-04,67.96,91492.77,Rendeng,449.22,Cleaned
865,4,1,2026-02-04,250.98,24637.45,Rendeng,325.55,Cleaned
866,4,2,2026-02-04,268.98,13986.7,Rendeng,348.85,Cleaned
867,4,3,2026-02-04,52.86,76714.33,Rendeng,216.77,Cleaned
868,5,1,2026-02-04,326.76,25298.78,Rendeng,387.49,Cleaned
869,5,2,2026-02-04,352.68,15082.2,Rendeng,252.48,Cleaned
870,5,3,2026-02-04,70.1,88729.01,Rendeng,424.51,Cleaned
871,1,1,2026-02-11,285.84,26951.29,Rendeng,251.28,Cleaned
872,1,2,2026-02-11,236.14,13738.22,Rendeng,247.67,Cleaned
873,1,3,2026-02-11,36.21,88935.44,Rendeng,209.14,Cleaned
874,2,1,2026-02-11,241.53,23437.06,Rendeng,318.02,Cleaned
875,2,2,2026-02-11,369.66,16074.53,Rendeng,341.21,Cleaned
876,2,3,2026-02-11,67.95,90424.08,Rendeng,216.43,Cleaned
877,3,1,2026-02-11,258.59,25203.97,Rendeng,393.88,Cleaned
878,3,2,2026-02-11,317.9,15630.73,Rendeng,313.32,Cleaned
879,3,3,2026-02-11,49.84,81843.95,Rendeng,331.1,Cleaned
880,4,1,2026-02-11,395.07,24855.84,Rendeng,310.19,Cleaned
881,4,2,2026-02-11,502.15,15964.91,Rendeng,300.19,Cleaned
882,4,3,2026-02-11,44.69,84307.51,Rendeng,339.91,Cleaned
883,5,1,2026-02-11,260.84,24288.99,Rendeng,238.81,Cleaned
884,5,2,2026-02-11,383.53,14982.64,Rendeng,245.48,Cleaned
885,5,3,2026-02-11,56.82,90580.24,Rendeng,415.45,Cleaned
886,1,1,2026-02-18,307.66,24176.04,Rendeng,436.53,Cleaned
887,1,2,2026-02-18,252.33,14021.28,Rendeng,293.33,Cleaned
888,1,3,2026-02-18,46.41,88604.24,Rendeng,267.69,Cleaned
889,2,1,2026-02-18,347.25,26629.89,Rendeng,361.0,Cleaned
890,2,2,2026-02-18,388.7,13801.91,Rendeng,302.18,Cleaned
891,2,3,2026-02-18,58.2,80577.86,Rendeng,206.35,Cleaned
892,3,1,2026-02-18,340.58,23209.86,Rendeng,239.04,Cleaned
893,3,2,2026-02-18,385.33,14543.82,Rendeng,378.99,Cleaned
894,3,3,2026-02-18,61.69,84155.97,Rendeng,364.73,Cleaned
895,4,1,2026-02-18,410.57,26244.13,Rendeng,206.77,Cleaned
896,4,2,2026-02-18,351.9,15453.44,Rendeng,255.49,Cleaned
897,4,3,2026-02-18,48.33,87055.79,Rendeng,257.77,Cleaned
898,5,1,2026-02-18,311.74,24261.87,Rendeng,367.97,Cleaned
899,5,2,2026-02-18,396.52,16024.34,Rendeng,204.93,Cleaned
900,5,3,2026-02-18,41.83,84511.88,Rendeng,226.03,Cleaned
901,1,1,2026-02-25,329.49,27395.52,Rendeng,399.98,Cleaned
902,1,2,2026-02-25,268.53,15402.43,Rendeng,244.64,Cleaned
903,1,3,2026-02-25,50.29,78646.5,Rendeng,363.19,Cleaned
904,2,1,2026-02-25,402.28,25880.89,Rendeng,259.55,Cleaned
905,2,2,2026-02-25,352.12,14475.31,Rendeng,224.86,Cleaned
906,2,3,2026-02-25,50.46,88167.56,Rendeng,260.79,Cleaned
907,3,1,2026-02-25,191.21,22848.21,Rendeng,380.57,Cleaned
908,3,2,2026-02-25,359.7,14024.64,Rendeng,413.92,Cleaned
909,3,3,2026-02-25,56.45,91047.53,Rendeng,407.55,Cleaned
910,4,1,2026-02-25,473.06,23635.9,Rendeng,299.3,Cleaned
911,4,2,2026-02-25,275.38,16011.12,Rendeng,367.02,Cleaned
912,4,3,2026-02-25,52.19,81247.69,Rendeng,251.25,Cleaned
913,5,1,2026-02-25,319.95,25714.41,Rendeng,273.29,Cleaned
914,5,2,2026-02-25,426.2,15582.45,Rendeng,424.08,Cleaned
915,5,3,2026-02-25,49.05,85215.13,Rendeng,203.25,Cleaned
916,1,1,2026-03-04,322.32,24026.55,Gadu,15.99,Cleaned
917,1,2,2026-03-04,348.63,14137.93,Gadu,24.55,Cleaned
918,1,3,2026-03-04,51.87,77064.22,Gadu,11.86,Cleaned
919,2,1,2026-03-04,264.29,24019.73,Gadu,22.7,Cleaned
920,2,2,2026-03-04,315.53,15459.49,Gadu,50.81,Cleaned
921,2,3,2026-03-04,60.74,92451.18,Gadu,39.5,Cleaned
922,3,1,2026-03-04,217.88,26856.02,Gadu,72.49,Cleaned
923,3,2,2026-03-04,310.64,15798.19,Gadu,67.22,Cleaned
924,3,3,2026-03-04,43.0,89903.6,Gadu,33.93,Cleaned
925,4,1,2026-03-04,395.6,25824.92,Gadu,28.16,Cleaned
926,4,2,2026-03-04,178.15,14280.86,Gadu,36.58,Cleaned
927,4,3,2026-03-04,44.41,91922.32,Gadu,51.32,Cleaned
928,5,1,2026-03-04,330.18,25853.66,Gadu,28.76,Cleaned
929,5,2,2026-03-04,425.24,15181.32,Gadu,53.69,Cleaned
930,5,3,2026-03-04,49.34,78386.82,Gadu,38.66,Cleaned
931,1,1,2026-03-11,255.58,24735.28,Gadu,48.64,Cleaned
932,1,2,2026-03-11,450.49,14881.07,Gadu,40.53,Cleaned
933,1,3,2026-03-11,35.52,91197.58,Gadu,30.61,Cleaned
934,2,1,2026-03-11,124.1,25233.24,Gadu,76.39,Cleaned
935,2,2,2026-03-11,335.2,14641.2,Gadu,63.45,Cleaned
936,2,3,2026-03-11,44.98,93105.61,Gadu,19.81,Cleaned
937,3,1,2026-03-11,218.3,23053.6,Gadu,70.79,Cleaned
939,3,3,2026-03-11,52.44,83683.32,Gadu,44.12,Cleaned
940,4,1,2026-03-11,254.87,22710.12,Gadu,72.62,Cleaned
941,4,2,2026-03-11,283.76,15719.71,Gadu,65.99,Cleaned
942,4,3,2026-03-11,58.72,92107.3,Gadu,39.76,Cleaned
943,5,1,2026-03-11,352.02,23900.19,Gadu,11.57,Cleaned
944,5,2,2026-03-11,292.07,16075.03,Gadu,28.81,Cleaned
945,5,3,2026-03-11,68.47,81467.71,Gadu,47.91,Cleaned
946,1,1,2026-03-18,214.39,27053.85,Gadu,54.34,Cleaned
947,1,2,2026-03-18,177.96,15761.89,Gadu,28.05,Cleaned
948,1,3,2026-03-18,43.08,90183.42,Gadu,19.75,Cleaned
949,2,1,2026-03-18,296.35,22590.03,Gadu,68.45,Cleaned
950,2,2,2026-03-18,319.47,16388.43,Gadu,78.91,Cleaned
951,2,3,2026-03-18,47.59,88853.41,Gadu,46.8,Cleaned
952,3,1,2026-03-18,328.16,24023.76,Gadu,22.02,Cleaned
953,3,2,2026-03-18,199.88,15988.18,Gadu,29.06,Cleaned
954,3,3,2026-03-18,64.44,81285.86,Gadu,11.29,Cleaned
955,4,1,2026-03-18,293.43,26863.77,Gadu,74.0,Cleaned
956,4,2,2026-03-18,389.38,13837.74,Gadu,18.24,Cleaned
957,4,3,2026-03-18,53.43,88462.66,Gadu,50.36,Cleaned
958,5,1,2026-03-18,336.54,25203.49,Gadu,29.18,Cleaned
959,5,2,2026-03-18,345.58,13789.6,Gadu,48.79,Cleaned
960,5,3,2026-03-18,54.48,80612.2,Gadu,55.6,Cleaned
961,1,1,2026-03-25,351.42,22562.02,Gadu,68.08,Cleaned
962,1,2,2026-03-25,406.33,14906.3,Gadu,24.45,Cleaned
964,2,1,2026-03-25,356.72,24006.33,Gadu,10.77,Cleaned
965,2,2,2026-03-25,292.82,15295.07,Gadu,19.58,Cleaned
966,2,3,2026-03-25,64.4,81553.04,Gadu,73.0,Cleaned
967,3,1,2026-03-25,245.89,23999.6,Gadu,71.17,Cleaned
968,3,2,2026-03-25,444.08,15729.58,Gadu,51.82,Cleaned
969,3,3,2026-03-25,56.98,77318.43,Gadu,52.04,Cleaned
970,4,1,2026-03-25,185.54,27014.47,Gadu,56.55,Cleaned
971,4,2,2026-03-25,310.25,16056.79,Gadu,22.28,Cleaned
972,4,3,2026-03-25,43.19,87852.68,Gadu,74.01,Cleaned
973,5,1,2026-03-25,367.25,25466.11,Gadu,39.31,Cleaned
974,5,2,2026-03-25,247.79,16176.91,Gadu,36.82,Cleaned
975,5,3,2026-03-25,45.54,79650.61,Gadu,46.32,Cleaned
976,1,1,2026-04-01,148.84,22894.85,Gadu,13.29,Cleaned
977,1,2,2026-04-01,263.82,14218.53,Gadu,21.64,Cleaned
979,2,1,2026-04-01,173.29,26472.89,Gadu,61.66,Cleaned
980,2,2,2026-04-01,360.83,13604.01,Gadu,15.8,Cleaned
981,2,3,2026-04-01,57.86,86407.72,Gadu,52.22,Cleaned
982,3,1,2026-04-01,334.04,27477.19,Gadu,27.17,Cleaned
983,3,2,2026-04-01,222.64,16067.09,Gadu,37.25,Cleaned
984,3,3,2026-04-01,49.52,85364.58,Gadu,30.21,Cleaned
985,4,1,2026-04-01,299.71,22818.2,Gadu,34.9,Cleaned
986,4,2,2026-04-01,207.33,15994.12,Gadu,60.33,Cleaned
987,4,3,2026-04-01,65.03,86682.63,Gadu,30.8,Cleaned
988,5,1,2026-04-01,370.19,23074.66,Gadu,49.65,Cleaned
989,5,2,2026-04-01,282.32,13781.57,Gadu,43.32,Cleaned
990,5,3,2026-04-01,50.27,91963.66,Gadu,56.46,Cleaned
991,1,1,2026-04-08,316.67,25846.0,Gadu,75.58,Cleaned
992,1,2,2026-04-08,136.66,15987.86,Gadu,61.28,Cleaned
993,1,3,2026-04-08,47.53,91442.64,Gadu,25.05,Cleaned
994,2,1,2026-04-08,245.44,25358.86,Gadu,12.18,Cleaned
995,2,2,2026-04-08,219.87,15052.34,Gadu,28.36,Cleaned
996,2,3,2026-04-08,47.19,83817.27,Gadu,51.66,Cleaned
997,3,1,2026-04-08,443.81,24084.73,Gadu,13.6,Cleaned
998,3,2,2026-04-08,351.27,14803.79,Gadu,44.75,Cleaned
999,3,3,2026-04-08,44.29,89655.95,Gadu,51.78,Cleaned
1000,4,1,2026-04-08,345.81,25509.62,Gadu,33.4,Cleaned
1001,4,2,2026-04-08,411.95,16177.57,Gadu,63.96,Cleaned
1002,4,3,2026-04-08,59.25,84037.46,Gadu,17.46,Cleaned
1003,5,1,2026-04-08,304.77,25535.45,Gadu,15.26,Cleaned
1004,5,2,2026-04-08,248.25,15393.92,Gadu,60.97,Cleaned
1005,5,3,2026-04-08,56.98,86558.85,Gadu,44.68,Cleaned
1006,1,1,2026-04-15,331.48,26013.17,Gadu,58.19,Cleaned
1007,1,2,2026-04-15,371.62,14212.3,Gadu,40.44,Cleaned
1008,1,3,2026-04-15,56.35,85210.18,Gadu,27.25,Cleaned
1009,2,1,2026-04-15,383.96,23021.12,Gadu,67.34,Cleaned
1010,2,2,2026-04-15,257.18,14653.53,Gadu,65.96,Cleaned
1011,2,3,2026-04-15,63.17,84790.34,Gadu,58.63,Cleaned
1012,3,1,2026-04-15,315.81,25761.12,Gadu,29.05,Cleaned
1013,3,2,2026-04-15,466.02,16351.59,Gadu,51.32,Cleaned
1014,3,3,2026-04-15,43.11,86711.07,Gadu,35.27,Cleaned
1015,4,1,2026-04-15,438.88,26217.97,Gadu,16.41,Cleaned
1016,4,2,2026-04-15,315.83,15018.8,Gadu,74.21,Cleaned
1017,4,3,2026-04-15,43.49,87279.77,Gadu,19.58,Cleaned
1018,5,1,2026-04-15,261.29,22854.66,Gadu,76.52,Cleaned
1019,5,2,2026-04-15,274.37,14263.17,Gadu,41.22,Cleaned
1020,5,3,2026-04-15,54.24,82651.5,Gadu,22.96,Cleaned
1021,1,1,2026-04-22,341.83,24862.47,Gadu,47.93,Cleaned
1022,1,2,2026-04-22,254.1,13636.95,Gadu,71.11,Cleaned
1023,1,3,2026-04-22,49.76,78880.41,Gadu,61.26,Cleaned
1024,2,1,2026-04-22,471.38,23884.07,Gadu,66.46,Cleaned
1025,2,2,2026-04-22,438.2,16414.6,Gadu,56.11,Cleaned
1026,2,3,2026-04-22,54.36,82132.9,Gadu,58.46,Cleaned
1027,3,1,2026-04-22,303.04,24910.21,Gadu,69.44,Cleaned
1028,3,2,2026-04-22,309.6,14088.29,Gadu,27.48,Cleaned
1029,3,3,2026-04-22,56.14,86883.26,Gadu,44.26,Cleaned
1030,4,1,2026-04-22,218.18,23903.42,Gadu,25.48,Cleaned
1031,4,2,2026-04-22,279.41,14120.98,Gadu,79.14,Cleaned
1032,4,3,2026-04-22,33.31,85281.73,Gadu,76.08,Cleaned
1033,5,1,2026-04-22,217.59,22527.53,Gadu,12.76,Cleaned
1035,5,3,2026-04-22,45.17,76630.29,Gadu,59.39,Cleaned
1036,1,1,2026-04-29,425.92,23595.34,Gadu,74.77,Cleaned
1037,1,2,2026-04-29,201.94,13610.16,Gadu,22.64,Cleaned
1038,1,3,2026-04-29,35.36,78336.44,Gadu,49.76,Cleaned
1039,2,1,2026-04-29,317.96,24194.3,Gadu,74.08,Cleaned
1040,2,2,2026-04-29,383.77,15907.76,Gadu,12.38,Cleaned
1041,2,3,2026-04-29,66.84,86224.83,Gadu,58.82,Cleaned
1042,3,1,2026-04-29,300.5,25063.34,Gadu,30.81,Cleaned
1043,3,2,2026-04-29,386.29,14380.47,Gadu,74.71,Cleaned
1044,3,3,2026-04-29,49.61,92339.81,Gadu,77.97,Cleaned
1045,4,1,2026-04-29,286.19,24485.08,Gadu,76.1,Cleaned
1046,4,2,2026-04-29,370.69,13761.28,Gadu,43.19,Cleaned
1047,4,3,2026-04-29,56.52,86990.13,Gadu,70.34,Cleaned
1048,5,1,2026-04-29,173.89,23069.19,Gadu,69.12,Cleaned
1049,5,2,2026-04-29,418.12,14535.67,Gadu,32.34,Cleaned
1050,5,3,2026-04-29,63.8,85126.0,Gadu,68.02,Cleaned
1051,1,1,2026-05-06,249.95,26871.11,Gadu,12.59,Cleaned
1052,1,2,2026-05-06,331.66,14980.64,Gadu,51.74,Cleaned
1053,1,3,2026-05-06,54.94,88438.4,Gadu,26.1,Cleaned
1054,2,1,2026-05-06,320.85,27464.08,Gadu,18.44,Cleaned
1055,2,2,2026-05-06,255.98,13894.47,Gadu,15.39,Cleaned
1056,2,3,2026-05-06,43.28,81170.44,Gadu,58.74,Cleaned
1057,3,1,2026-05-06,297.96,24472.88,Gadu,33.79,Cleaned
1058,3,2,2026-05-06,346.22,14765.48,Gadu,60.73,Cleaned
1059,3,3,2026-05-06,55.44,83487.36,Gadu,14.57,Cleaned
1060,4,1,2026-05-06,270.35,27038.06,Gadu,32.07,Cleaned
1061,4,2,2026-05-06,361.74,15642.1,Gadu,47.76,Cleaned
1063,5,1,2026-05-06,391.9,25539.53,Gadu,65.35,Cleaned
1064,5,2,2026-05-06,160.82,14428.12,Gadu,32.31,Cleaned
1065,5,3,2026-05-06,46.38,90504.44,Gadu,53.81,Cleaned
1066,1,1,2026-05-13,210.43,27275.3,Gadu,72.02,Cleaned
1067,1,2,2026-05-13,196.43,15963.59,Gadu,53.11,Cleaned
1068,1,3,2026-05-13,61.61,76526.61,Gadu,26.31,Cleaned
1069,2,1,2026-05-13,262.58,25682.01,Gadu,11.71,Cleaned
1070,2,2,2026-05-13,327.72,13653.41,Gadu,70.91,Cleaned
1071,2,3,2026-05-13,49.53,80879.32,Gadu,11.49,Cleaned
1072,3,1,2026-05-13,338.16,22797.62,Gadu,71.23,Cleaned
1073,3,2,2026-05-13,306.15,15311.39,Gadu,47.03,Cleaned
1074,3,3,2026-05-13,37.17,88172.03,Gadu,75.73,Cleaned
1075,4,1,2026-05-13,379.7,23072.44,Gadu,65.91,Cleaned
1076,4,2,2026-05-13,260.5,14651.52,Gadu,79.86,Cleaned
1077,4,3,2026-05-13,34.43,84256.02,Gadu,34.55,Cleaned
1078,5,1,2026-05-13,265.75,24345.27,Gadu,63.7,Cleaned
1079,5,2,2026-05-13,420.06,13863.08,Gadu,38.14,Cleaned
1080,5,3,2026-05-13,58.5,83622.11,Gadu,43.59,Cleaned
1081,1,1,2026-05-20,272.11,26255.89,Gadu,53.93,Cleaned
1082,1,2,2026-05-20,272.06,13713.02,Gadu,71.16,Cleaned
1083,1,3,2026-05-20,46.78,77863.06,Gadu,78.89,Cleaned
1084,2,1,2026-05-20,466.14,24273.86,Gadu,63.78,Cleaned
1085,2,2,2026-05-20,330.55,16325.18,Gadu,39.24,Cleaned
1086,2,3,2026-05-20,54.3,87865.73,Gadu,39.49,Cleaned
1087,3,1,2026-05-20,382.42,25893.35,Gadu,61.63,Cleaned
1088,3,2,2026-05-20,319.1,14585.76,Gadu,26.71,Cleaned
1089,3,3,2026-05-20,47.41,86592.23,Gadu,17.73,Cleaned
1090,4,1,2026-05-20,284.29,22550.66,Gadu,34.82,Cleaned
1091,4,2,2026-05-20,238.66,15408.29,Gadu,30.11,Cleaned
1092,4,3,2026-05-20,49.63,92025.88,Gadu,30.74,Cleaned
1093,5,1,2026-05-20,358.21,25562.87,Gadu,26.35,Cleaned
1094,5,2,2026-05-20,304.16,16121.1,Gadu,12.95,Cleaned
1095,5,3,2026-05-20,57.33,88807.54,Gadu,11.25,Cleaned
1096,1,1,2026-05-27,293.54,23102.79,Gadu,79.14,Cleaned
1097,1,2,2026-05-27,306.29,16207.36,Gadu,39.94,Cleaned
1098,1,3,2026-05-27,30.02,77629.55,Gadu,36.9,Cleaned
1099,2,1,2026-05-27,373.31,25169.84,Gadu,57.58,Cleaned
1100,2,2,2026-05-27,327.72,13926.41,Gadu,25.28,Cleaned
1101,2,3,2026-05-27,59.98,76699.01,Gadu,76.5,Cleaned
1103,3,2,2026-05-27,467.07,14766.1,Gadu,65.04,Cleaned
1104,3,3,2026-05-27,48.6,81515.69,Gadu,16.26,Cleaned
1105,4,1,2026-05-27,388.65,24930.0,Gadu,39.23,Cleaned
1106,4,2,2026-05-27,216.81,15231.6,Gadu,71.54,Cleaned
1107,4,3,2026-05-27,56.13,77243.56,Gadu,76.13,Cleaned
1108,5,1,2026-05-27,215.73,23115.02,Gadu,42.72,Cleaned
1109,5,2,2026-05-27,250.1,15175.93,Gadu,52.94,Cleaned
1110,5,3,2026-05-27,69.14,82333.85,Gadu,21.69,Cleaned
1111,1,1,2026-06-03,284.75,26145.87,Gadu,79.38,Cleaned
1112,1,2,2026-06-03,317.39,15456.87,Gadu,26.22,Cleaned
1113,1,3,2026-06-03,36.24,90875.27,Gadu,75.99,Cleaned
1114,2,1,2026-06-03,339.65,25962.46,Gadu,55.48,Cleaned
1115,2,2,2026-06-03,312.03,14789.79,Gadu,52.54,Cleaned
1116,2,3,2026-06-03,53.65,87940.43,Gadu,45.89,Cleaned
1118,3,2,2026-06-03,295.39,14326.14,Gadu,26.15,Cleaned
1119,3,3,2026-06-03,52.01,81707.33,Gadu,22.36,Cleaned
1120,4,1,2026-06-03,334.56,26444.93,Gadu,25.43,Cleaned
1121,4,2,2026-06-03,388.44,14839.26,Gadu,23.05,Cleaned
1122,4,3,2026-06-03,61.87,90072.47,Gadu,64.57,Cleaned
1123,5,1,2026-06-03,351.1,26612.11,Gadu,34.51,Cleaned
1124,5,2,2026-06-03,208.56,16072.69,Gadu,14.05,Cleaned
1125,5,3,2026-06-03,66.33,92082.8,Gadu,77.84,Cleaned
1126,1,1,2026-06-10,208.29,24654.93,Gadu,71.87,Cleaned
1127,1,2,2026-06-10,324.21,14456.6,Gadu,74.94,Cleaned
1128,1,3,2026-06-10,42.46,86397.38,Gadu,79.64,Cleaned
1129,2,1,2026-06-10,294.87,24355.86,Gadu,22.17,Cleaned
1130,2,2,2026-06-10,326.3,15303.22,Gadu,37.74,Cleaned
1131,2,3,2026-06-10,53.21,88494.96,Gadu,63.08,Cleaned
1132,3,1,2026-06-10,333.75,25942.03,Gadu,58.72,Cleaned
1133,3,2,2026-06-10,429.1,14623.66,Gadu,20.77,Cleaned
1134,3,3,2026-06-10,54.54,79336.62,Gadu,67.11,Cleaned
1135,4,1,2026-06-10,280.47,24652.65,Gadu,25.71,Cleaned
1136,4,2,2026-06-10,377.13,13927.78,Gadu,25.67,Cleaned
1137,4,3,2026-06-10,61.89,91631.65,Gadu,47.59,Cleaned
1138,5,1,2026-06-10,201.79,24229.39,Gadu,51.51,Cleaned
1139,5,2,2026-06-10,347.79,13963.38,Gadu,50.61,Cleaned
1140,5,3,2026-06-10,57.01,76932.61,Gadu,16.4,Cleaned
1141,1,1,2026-06-17,276.19,25729.11,Gadu,71.42,Cleaned
